Water_Name,Water_Body,County,Countycode,ST_Provinc,Location,ID,lat,lon,CRB,Lat_ra,Long_ra,mean_ca_mg_2009,mean_pH_2009,roe_2009,roe_f_2009,ramcharan09,state_ass09,roi_1_2009,roi_2_2009,Roe_rank_2009,roi_3_2009,Roi_rank_2009,Rank_sumAll_2009,Rank_sum_2009,Trips2008,Trips2010,Mn_trips_08_10,DayUsedays08,DayUsedays10,Mn_dayuse_08_10,Size_Acres,No_boats_2012,No_Tourns_2012,No_Tourns_2006_08,No_boats_2006_08,Dayuse_100thm,No_ramps,CaMax_ISDA2011,ISDA2011_Rank,Elevation_ft,Motors,Fishing,Marinas,Cold,Warm,Reports,USERS,MT_Stream_Name,Length_Miles,Drainage,Region,Boat,Total_Pressure,TotPressure_Error,Total_Trips,Resident_Pressure,Res_Pressure_error,Res_Trips,Nonresident_Pressure,Nonres_Presssure_Error,NonRes_Trips,State_Rank,Regional_Rank
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,Loft's Bay,Coeur d Alene Lake_Koot_ID,47.557311,-116.82714,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,Mica Bay,Coeur d Alene Lake_Koot_ID,47.599378,-116.859439,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,Mineral Ridge,Coeur d Alene Lake_Koot_ID,47.618671,-116.660529,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,Mowry State Park,Coeur d Alene Lake_Koot_ID,47.46269,-116.856806,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,Rockford Bay,Coeur d Alene Lake_Koot_ID,47.508406,-116.900024,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,Spokane Point,Coeur d Alene Lake_Koot_ID,47.447154,-116.809806,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,Squaw Bay,Coeur d Alene Lake_Koot_ID,47.620575,-116.745982,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,Squaw Bay Public Access,Coeur d Alene Lake_Koot_ID,47.624605,-116.743757,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,Sunup Bay,Coeur d Alene Lake_Koot_ID,47.487062,-116.914441,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,Turner Bay,Coeur d Alene Lake_Koot_ID,47.574821,-116.783127,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,Woodland Park,Coeur d Alene Lake_Koot_ID,47.506601,-116.903914,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene Lake,Coeur d Alene Lake,Kootenai,Koot,ID,.,Coeur d Alene Lake_Koot_ID,47.40344,-116.756386,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coeur d Alene River,Coeur d Alene River,Kootenai,Koot,ID,Old Mission,Coeur d Alene River_Koot_ID,47.552378,-116.366523,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coffee Pot Lake,Coffee Pot Lake,Lincoln,Linc,WA,.,Coffee Pot Lake_Linc_WA,47.500386,-118.555492,1,47.500386,-118.555492,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,311,.,.,.,.,.,1,.,.,1818,1,1,0,1,1,9,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coffenbury Lake,Coffenbury Lake,Clatsop,Clat,OR,Coffenbury Lake,Coffenbury Lake_Clat_OR,46.17788,-123.96541,1,46.17788,-123.96541,.,.,.,.,.,.,.,.,.,.,.,.,.,390,1994,1192,390,1994,1192,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Umatilla River,Cold Springs Reservoir,Umatilla,Umat,OR,Cold Springs Reservoir,Cold Springs Reservoir_Umat_OR,45.85412,-119.14704,1,45.860833,-119.171111,13.2,7.41,Low,.,Absence,Medium3,.,.,3,.,0,3,.,0,322,161,0,322,161,1517,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Umatilla River,Cold Springs Reservoir,Umatilla,Umat,OR,South Point,Cold Springs Reservoir_Umat_OR,45.8538,-119.147217,1,45.860833,-119.171111,13.2,7.41,Low,.,Absence,Medium3,.,.,3,.,0,3,.,0,322,161,0,322,161,1517,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Coldwater Lake,Coldwater Lake,Cowlitz,Cowl,WA,.,Coldwater Lake_Cowl_WA,46.292255,-122.266092,1,46.295647,-122.252238,40.3,6.87,High,.,Absence,High3,.,.,10,.,0,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,"Clark, Clatsop",Clar,OR,17th Street Transient Dock,Columbia River Estuary,46.1904,-123.824517,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Clatsop,Clat,OR,Aldrich Point,Columbia River Estuary,46.234841,-123.519089,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Babeckos Marine & Yacht Broker,Columbia River Estuary,45.6029,-122.631667,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Bartlett Landing,Columbia River Estuary,45.578667,-122.483967,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Columbia,Colu,OR,Beaver Landing,Columbia River Estuary,46.107651,-123.206426,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Big Eddy Marina,Columbia River Estuary,45.55799,-122.46017,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Channel Islands Marina,Columbia River Estuary,45.628883,-122.819306,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Chinook Landing,Columbia River Estuary,45.560317,-122.442867,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Columbia Corinthian Marina,Columbia River Estuary,45.600742,-122.629683,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Columbia River Yacht Club,Columbia River Estuary,45.607669,-122.664789,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Columbia Way West,Columbia River Estuary,45.60247,-122.6648,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Commodore's Cove,Columbia River Estuary,45.58723,-122.54595,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Columbia,Colu,OR,Courthouse Docks,Columbia River Estuary,45.863233,-122.796067,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Coverts Landing (The Fishery),Columbia River Estuary,45.607793,-122.038633,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Dalton Park,Columbia River Estuary,45.57295,-122.1594,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Donaldson Marina,Columbia River Estuary,45.60266,-122.62809,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,"Ducks Moorage, LLC",Columbia River Estuary,45.559117,-122.471333,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Clatsop,Clat,OR,Hammond Marina,Columbia River Estuary,46.202533,-123.952383,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Harbor 1 Marina,Columbia River Estuary,45.60095,-122.63168,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Hayden Bay Moorage,Columbia River Estuary,45.608483,-122.66915,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Hayden Island Yacht Center,Columbia River Estuary,45.604173,-122.663459,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Jantzen Beach Fuel Dock,Columbia River Estuary,45.60715,-122.678583,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Clatsop,Clat,OR,Knappa Docks,Columbia River Estuary,46.187472,-123.58889,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Lower Government Island,Columbia River Estuary,45.58116,-122.5046,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,M. James Gleason Ramp,Columbia River Estuary,45.60083,-122.6187,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,McCuddy's Island Marina,Columbia River Estuary,45.60406,-122.66341,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,McCuddy's Marina Marine Drive,Columbia River Estuary,45.60081,-122.63531,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Pier West,Columbia River Estuary,45.605857,-122.680979,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Clatsop,Clat,OR,Port of Astoria (East Mooring Basin),Columbia River Estuary,46.196087,-123.802896,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Clatsop,Clat,OR,Port of Astoria (West Mooring Basin),Columbia River Estuary,46.188759,-123.853801,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Columbia,Colu,OR,Rainier City Marina,Columbia River Estuary,46.0902,-122.93344,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Columbia,Colu,OR,Rainier Ramp,Columbia River Estuary,46.09354,-122.943214,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Red Lion Jantzen Beach,Columbia River Estuary,45.613056,-122.674167,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Rooster Rock State Park,Columbia River Estuary,45.54474,-122.24875,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Rose City Yacht Club,Columbia River Estuary,45.600946,-122.626283,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Columbia,Colu,OR,Sand Island Marine Park,Columbia River Estuary,45.86859,-122.79383,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Columbia,Colu,OR,Sand Island Marine Park North,Columbia River Estuary,45.87084,-122.79427,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Columbia,Colu,OR,Scappoose Bay Marina (Bayport Marina),Columbia River Estuary,45.827723,-122.837631,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Columbia,Colu,OR,Scappoose Moorage,Columbia River Estuary,45.734441,-122.855794,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Schooner Boat Works,Columbia River Estuary,45.619669,-122.692582,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Columbia,Colu,OR,Scipio's Goble Landing,Columbia River Estuary,46.01606,-122.87425,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Clatsop,Clat,OR,Skipanon Marina,Columbia River Estuary,46.16642,-123.915857,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Columbia,Colu,OR,St. Helen’s Yacht Club,Columbia River Estuary,45.865316,-122.796963,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Columbia,Colu,OR,St. Helens Marina,Columbia River Estuary,45.86736,-122.7988,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Sundance Marina,Columbia River Estuary,45.60365,-122.6582,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Tomahawk Bay Moorage,Columbia River Estuary,45.604167,-122.660278,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Tomahawk Island Marina,Columbia River Estuary,45.6055,-122.658689,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Tyee Yacht Club,Columbia River Estuary,45.600748,-122.632602,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Clatsop,Clat,OR,Warrenton Marina,Columbia River Estuary,46.169117,-123.919387,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Clatsop,Clat,OR,Westport Ramp,Columbia River Estuary,46.13672,-123.37296,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Will-Jan Marina,Columbia River Estuary,45.559244,-122.474472,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Multnomah,Mult,OR,Columbia Slough,Columbia River Estuary,45.610556,-122.755278,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Skamania,Skam,WA,Beacon Rock State Park,Columbia River Estuary,45.621231,-122.021764,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Columbia River Estuary,Cowlitz,Cowl,WA,Boat Launch (Kalama),Columbia River Estuary,46.005392,-122.848178,1,45.59963,-122.58133,.,.,.,.,.,.,High,High,0,High,10,10,.,433248,307664,370456,524091,410638,467364.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
